ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	test
208935_s_at	2.56E-24	2.91E-25	12.84988853	46.41432283	2.190107853	LGALS8	galectin 8	TRUE
202113_s_at	2.99E-24	3.42E-25	12.82247345	46.25414142	2.25418152	SNX2	sorting nexin 2	TRUE
205830_at	3.08E-24	3.53E-25	-12.81695574	46.22189847	-2.479451	CLGN	calmegin	TRUE
201387_s_at	3.12E-24	3.58E-25	-12.81461077	46.20819512	-2.70457783	UCHL1	ubiquitin C-terminal hydrolase L1	TRUE
209120_at	3.17E-24	3.64E-25	12.81184892	46.19205538	2.362758449	NR2F2	nuclear receptor subfamily 2 group F member 2	TRUE
204529_s_at	3.70E-24	4.26E-25	-12.78493174	46.03473893	-2.382470342	TOX	thymocyte selection associated high mobility group box	TRUE
201170_s_at	3.98E-24	4.59E-25	12.77229251	45.96085879	2.577642373	BHLHE40	basic helix-loop-helix family member e40	TRUE
207079_s_at	4.03E-24	4.65E-25	12.77002506	45.94760414	2.161340441	MED6	mediator complex subunit 6	TRUE
210576_at	4.24E-24	4.91E-25	12.76076936	45.89349665	2.354749427	CYP4F8	cytochrome P450 family 4 subfamily F member 8	TRUE
203729_at	6.13E-24	7.18E-25	12.69587357	45.51402639	2.167116526	EMP3	epithelial membrane protein 3	TRUE
202011_at	6.13E-24	7.18E-25	12.69574307	45.51326313	2.227508352	TJP1	tight junction protein 1	TRUE
204419_x_at	6.14E-24	7.19E-25	12.69552302	45.51197618	2.309933822	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1	TRUE
203628_at	6.14E-24	7.19E-25	12.69553145	45.51202546	2.311437943	IGF1R	insulin like growth factor 1 receptor	TRUE
201041_s_at	6.26E-24	7.35E-25	12.69177631	45.49006249	2.281953944	DUSP1	dual specificity phosphatase 1	TRUE
213515_x_at	8.21E-24	9.72E-25	12.64406212	45.21094537	2.25744488	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1	TRUE
209191_at	8.35E-24	9.90E-25	12.64091012	45.1925038	2.60917842	TUBB6	tubulin beta 6 class V	TRUE
1567628_at	8.79E-24	1.04E-24	12.6321364	45.14116904	2.854771133	CD74	CD74 molecule	TRUE
207968_s_at	1.04E-23	1.24E-24	12.60213251	44.9655956	2.180356879	MEF2C	myocyte enhancer factor 2C	TRUE
204379_s_at	1.06E-23	1.26E-24	12.59978226	44.95184127	3.490963688	FGFR3	fibroblast growth factor receptor 3	TRUE
200706_s_at	1.10E-23	1.31E-24	12.59297094	44.91197832	2.10863832	LITAF	lipopolysaccharide induced TNF factor	TRUE
211726_s_at	1.11E-23	1.33E-24	12.59051043	44.89757791	2.614186596	FMO2	flavin containing monooxygenase 2	TRUE
201540_at	1.25E-23	1.50E-24	12.57048419	44.78036392	2.17512311	FHL1	four and a half LIM domains 1	TRUE
210871_x_at	1.28E-23	1.54E-24	-12.56605713	44.75445036	-2.008588202	SSX2IP	SSX family member 2 interacting protein	TRUE
204115_at	1.37E-23	1.65E-24	12.55418388	44.68494744	2.29076754	GNG11	G protein subunit gamma 11	TRUE
204412_s_at	1.39E-23	1.68E-24	-12.55095525	44.66604704	-2.345762983	NEFH	neurofilament heavy polypeptide	TRUE
201360_at	1.43E-23	1.72E-24	12.54655271	44.64027398	2.021822424	CST3	cystatin C	TRUE
207469_s_at	1.44E-23	1.74E-24	12.5451729	44.6321962	2.306652818	PIR	pirin	TRUE
201889_at	1.47E-23	1.78E-24	12.54124333	44.60919124	2.101071237	FAM3C	family with sequence similarity 3 member C	TRUE
204165_at	1.49E-23	1.80E-24	-12.53886429	44.59526329	-2.310030156	WASF1	WAS protein family member 1	TRUE
213285_at	1.60E-23	1.94E-24	12.52624457	44.52137877	2.553558921	TMEM30B	transmembrane protein 30B	TRUE
203987_at	1.68E-23	2.04E-24	12.5172326	44.46861318	2.156167454	FZD6	frizzled class receptor 6	TRUE
209199_s_at	1.82E-23	2.22E-24	12.50315017	44.38615431	2.192457515	MEF2C	myocyte enhancer factor 2C	TRUE
202465_at	2.04E-23	2.49E-24	12.48367938	44.27213343	2.680578625	PCOLCE	procollagen C-endopeptidase enhancer	TRUE
200974_at	2.27E-23	2.78E-24	12.46450343	44.15982717	2.801945373	ACTA2	"actin, alpha 2, smooth muscle, aorta"	TRUE
209596_at	2.49E-23	3.05E-24	12.44872942	44.06743607	3.002718195	MXRA5	matrix remodeling associated 5	TRUE
210959_s_at	2.82E-23	3.47E-24	12.42697273	43.93999068	2.210876242	SRD5A1	steroid 5 alpha-reductase 1	TRUE
205819_at	3.47E-23	4.30E-24	12.39062713	43.72705521	2.16808619	MARCO	macrophage receptor with collagenous structure	TRUE
210397_at	3.48E-23	4.31E-24	12.39005934	43.72372842	2.800823916	DEFB1	defensin beta 1	TRUE
204236_at	3.93E-23	4.87E-24	12.36905634	43.60066159	2.169162008	FLI1	"Fli-1 proto-oncogene, ETS transcription factor"	TRUE
214247_s_at	3.98E-23	4.95E-24	12.36648973	43.58562174	2.345621498	DKK3	dickkopf WNT signaling pathway inhibitor 3	TRUE
204679_at	4.04E-23	5.03E-24	12.36371764	43.56937759	2.423330909	KCNK1	potassium two pore domain channel subfamily K member 1	TRUE
210786_s_at	4.25E-23	5.29E-24	12.35518434	43.51937195	2.267457154	FLI1	"Fli-1 proto-oncogene, ETS transcription factor"	TRUE
203717_at	4.33E-23	5.39E-24	12.35179937	43.49953529	2.660611155	DPP4	dipeptidyl peptidase 4	TRUE
201061_s_at	4.69E-23	5.86E-24	12.33763369	43.41651783	2.442835266	STOM	stomatin	TRUE
212253_x_at	5.33E-23	6.70E-24	12.31489619	43.28325418	2.109335994	DST	dystonin	TRUE
201312_s_at	5.99E-23	7.55E-24	12.29455394	43.16401752	2.386107784	SH3BGRL	SH3 domain binding glutamate rich protein like	TRUE
204818_at	6.19E-23	7.81E-24	12.28881222	43.13036031	2.127312436	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	TRUE
201324_at	6.50E-23	8.22E-24	12.28010954	43.07934478	3.249927324	EMP1	epithelial membrane protein 1	TRUE
212794_s_at	7.34E-23	9.31E-24	12.25873762	42.95405362	2.129935306	KIAA1033	KIAA1033	TRUE
203741_s_at	7.48E-23	9.51E-24	12.25529426	42.93386613	2.146429259	ADCY7	adenylate cyclase 7	TRUE
212614_at	8.27E-23	1.05E-23	12.23770066	42.83071525	2.075369056	ARID5B	AT-rich interaction domain 5B	TRUE
201215_at	9.19E-23	1.18E-23	12.21889996	42.72047914	2.228683933	PLS3	plastin 3	TRUE
202669_s_at	9.41E-23	1.21E-23	12.21482663	42.69659448	2.316924883	EFNB2	ephrin B2	TRUE
208981_at	9.80E-23	1.26E-23	12.20765452	42.65453874	2.019671402	PECAM1	platelet and endothelial cell adhesion molecule 1	TRUE
208359_s_at	1.12E-22	1.44E-23	-12.18400922	42.51587952	-2.031961368	KCNJ4	potassium voltage-gated channel subfamily J member 4	TRUE
200878_at	1.24E-22	1.61E-23	12.16609095	42.41079634	2.413294924	EPAS1	endothelial PAS domain protein 1	TRUE
202131_s_at	1.24E-22	1.61E-23	12.16589694	42.40965851	2.040229654	RIOK3	RIO kinase 3	TRUE
206332_s_at	1.30E-22	1.69E-23	12.15759972	42.36099651	2.67696269	IFI16	interferon gamma inducible protein 16	TRUE
1553678_a_at	1.50E-22	1.95E-23	12.13258916	42.21430466	2.160573984	ITGB1	integrin subunit beta 1	TRUE
209823_x_at	1.50E-22	1.96E-23	12.13227278	42.21244891	2.92776984	LOC101060835///HLA-DQB1	"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1"	TRUE
1554574_a_at	1.92E-22	2.53E-23	12.08877758	41.95731208	2.225795097	CYB5R3	cytochrome b5 reductase 3	TRUE
203889_at	1.95E-22	2.56E-23	-12.08637206	41.94320063	-3.836756684	SCG5	secretogranin V	TRUE
202912_at	2.12E-22	2.80E-23	12.07148693	41.855878	2.275642313	ADM	adrenomedullin	TRUE
210770_s_at	2.33E-22	3.08E-23	-12.05503164	41.7593397	-2.155798998	LOC100507353///CACNA1A	uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A	TRUE
202864_s_at	2.69E-22	3.58E-23	12.0297717	41.6111385	2.345780946	SP100	SP100 nuclear antigen	TRUE
203510_at	2.87E-22	3.83E-23	12.01817087	41.54307259	2.303988177	MET	"MET proto-oncogene, receptor tyrosine kinase"	TRUE
1555814_a_at	2.91E-22	3.87E-23	12.01624876	41.53179472	2.422491588	RHOA	ras homolog family member A	TRUE
1558378_a_at	3.02E-22	4.02E-23	12.00974617	41.49364077	2.210562116	AHNAK2	AHNAK nucleoprotein 2	TRUE
202436_s_at	3.28E-22	4.38E-23	11.99509629	41.4076804	2.468654286	CYP1B1	cytochrome P450 family 1 subfamily B member 1	TRUE
213680_at	3.73E-22	5.01E-23	11.97233796	41.27413643	5.058778354	KRT6B	keratin 6B	TRUE
206858_s_at	3.97E-22	5.33E-23	11.96191602	41.21297909	2.489818139	HOXC6	homeobox C6	TRUE
205591_at	4.22E-22	5.68E-23	-11.95092465	41.14847871	-2.231288501	OLFM1	olfactomedin 1	TRUE
209210_s_at	4.90E-22	6.63E-23	11.92469071	40.99452483	2.162811694	FERMT2	fermitin family member 2	TRUE
213796_at	4.91E-22	6.65E-23	11.92413024	40.99123562	4.181478066	SPRR1A	small proline rich protein 1A	TRUE
213599_at	5.23E-22	7.10E-23	-11.91316627	40.92689116	-2.114919413	OIP5	Opa interacting protein 5	TRUE
207828_s_at	5.24E-22	7.11E-23	-11.91289724	40.92531225	-2.160367135	CENPF	centromere protein F	TRUE
203424_s_at	6.07E-22	8.28E-23	11.88702485	40.77346926	2.526955104	IGFBP5	insulin like growth factor binding protein 5	TRUE
214762_at	7.25E-22	9.95E-23	-11.85563613	40.58924273	-2.07452312	ATP6V1G2	ATPase H+ transporting V1 subunit G2	TRUE
202565_s_at	7.50E-22	1.03E-22	11.84953681	40.55344362	2.176645299	SVIL	supervillin	TRUE
1555728_a_at	8.78E-22	1.21E-22	11.82219685	40.39297185	2.239157908	MS4A4A	membrane spanning 4-domains A4A	TRUE
208965_s_at	1.22E-21	1.71E-22	11.76370335	40.0496278	2.859531315	IFI16	interferon gamma inducible protein 16	TRUE
200660_at	1.31E-21	1.84E-22	11.75093324	39.97466765	2.809360064	S100A11	S100 calcium binding protein A11	TRUE
202748_at	1.47E-21	2.07E-22	11.73096864	39.85747471	2.332731091	GBP2	guanylate binding protein 2	TRUE
1555758_a_at	1.53E-21	2.15E-22	-11.72469605	39.82065412	-2.251195442	CDKN3	cyclin dependent kinase inhibitor 3	TRUE
211565_at	1.72E-21	2.44E-22	-11.70333907	39.6952861	-2.498677094	SH3GL3	"SH3 domain containing GRB2 like 3, endophilin A3"	TRUE
203989_x_at	2.11E-21	3.00E-22	11.6681132	39.48850418	2.090518518	F2R	coagulation factor II thrombin receptor	TRUE
204722_at	2.18E-21	3.11E-22	-11.6621079	39.45325187	-2.116216058	SCN3B	sodium voltage-gated channel beta subunit 3	TRUE
205373_at	2.40E-21	3.43E-22	-11.64548807	39.35569026	-2.020384646	CTNNA2	catenin alpha 2	TRUE
203849_s_at	3.04E-21	4.38E-22	-11.6036611	39.1101588	-2.468941149	KIF1A	kinesin family member 1A	TRUE
209827_s_at	3.08E-21	4.45E-22	11.60092469	39.0940957	2.201153364	IL16	interleukin 16	TRUE
200771_at	3.43E-21	4.96E-22	11.58247912	38.98581824	2.446696572	LAMC1	laminin subunit gamma 1	TRUE
202507_s_at	3.59E-21	5.21E-22	-11.57420867	38.93727013	-2.065346133	SNAP25	synaptosome associated protein 25	TRUE
209956_s_at	3.63E-21	5.27E-22	-11.57214783	38.92517294	-2.195816882	CAMK2B	calcium/calmodulin dependent protein kinase II beta	TRUE
205497_at	3.97E-21	5.78E-22	11.55657556	38.83376346	2.279602071	ZNF175	zinc finger protein 175	TRUE
201792_at	4.07E-21	5.94E-22	11.55195364	38.80663293	2.418207817	AEBP1	AE binding protein 1	TRUE
204337_at	4.17E-21	6.08E-22	-11.54784848	38.7825358	-2.231739083	RGS4	regulator of G-protein signaling 4	TRUE
205143_at	4.24E-21	6.19E-22	-11.54482572	38.76479243	-2.34976022	NCAN	neurocan	TRUE
1556641_at	5.00E-21	7.34E-22	-11.5159331	38.595197	-2.075442521	SLC7A14	solute carrier family 7 member 14	TRUE
212107_s_at	5.79E-21	8.54E-22	11.49020879	38.44420342	2.063439027	DHX9	DEAH-box helicase 9	TRUE
210117_at	6.20E-21	9.19E-22	11.47773527	38.37098946	2.014022231	SPAG1	sperm associated antigen 1	TRUE
208683_at	7.14E-21	1.06E-21	11.45292873	38.22538998	2.295102966	CAPN2	calpain 2	TRUE
203498_at	7.43E-21	1.11E-21	11.44579183	38.18350165	2.267250482	RCAN2	regulator of calcineurin 2	TRUE
200636_s_at	9.21E-21	1.38E-21	11.4082588	37.96321875	2.078625927	PTPRF	"protein tyrosine phosphatase, receptor type F"	TRUE
209125_at	9.93E-21	1.50E-21	11.39494934	37.8851086	4.777687243	KRT6A	keratin 6A	TRUE
209392_at	1.00E-20	1.51E-21	11.39312179	37.87438326	2.676426253	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	TRUE
205549_at	1.16E-20	1.76E-21	-11.36718779	37.72218923	-2.307409142	PCP4	Purkinje cell protein 4	TRUE
202718_at	1.18E-20	1.79E-21	-11.3639835	37.70338538	-2.614394394	IGFBP2	insulin like growth factor binding protein 2	TRUE
213710_s_at	1.20E-20	1.82E-21	11.36169515	37.68995669	2.025221109	CALM1	calmodulin 1	TRUE
204646_at	1.22E-20	1.84E-21	11.35926646	37.6757045	2.200422991	DPYD	dihydropyrimidine dehydrogenase	TRUE
200795_at	1.22E-20	1.85E-21	11.35869717	37.67236379	3.005469099	SPARCL1	SPARC like 1	TRUE
212094_at	1.60E-20	2.46E-21	-11.31050169	37.38955756	-3.609211561	PEG10	paternally expressed 10	TRUE
202273_at	1.73E-20	2.66E-21	11.29700236	37.31035112	2.23464448	PDGFRB	platelet derived growth factor receptor beta	TRUE
213745_at	1.79E-20	2.75E-21	-11.29118786	37.27623581	-2.162481676	ATRNL1	attractin like 1	TRUE
208151_x_at	2.00E-20	3.09E-21	11.27138651	37.16006003	2.163331591	DDX17	DEAD-box helicase 17	TRUE
213436_at	2.17E-20	3.38E-21	-11.25613981	37.07061138	-2.289064219	CNR1	cannabinoid receptor 1	TRUE
202202_s_at	2.24E-20	3.49E-21	11.25093502	37.04007705	2.018730972	LAMA4	laminin subunit alpha 4	TRUE
1555812_a_at	2.28E-20	3.56E-21	11.24763582	37.02072234	2.531430327	ARHGDIB	Rho GDP dissociation inhibitor beta	TRUE
202238_s_at	2.29E-20	3.57E-21	11.24711677	37.01767736	2.280396044	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase	TRUE
209651_at	2.94E-20	4.64E-21	11.20247291	36.75579548	2.144433555	TGFB1I1	transforming growth factor beta 1 induced transcript 1	TRUE
214710_s_at	2.99E-20	4.72E-21	-11.199558	36.73869792	-2.060489242	CCNB1	cyclin B1	TRUE
213572_s_at	3.90E-20	6.21E-21	11.15293145	36.46523292	2.274375118	SERPINB1	serpin family B member 1	TRUE
204869_at	4.13E-20	6.58E-21	-11.14303873	36.40721841	-2.213451709	PCSK2	proprotein convertase subtilisin/kexin type 2	TRUE
212998_x_at	4.40E-20	7.02E-21	11.13203674	36.34270139	3.115838737	LOC101060835///HLA-DQB1	"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1"	TRUE
213943_at	4.89E-20	7.84E-21	11.11321165	36.23231568	2.466486724	TWIST1	twist family bHLH transcription factor 1	TRUE
204959_at	6.46E-20	1.05E-20	11.06401616	35.94388843	2.230698064	MNDA	myeloid cell nuclear differentiation antigen	TRUE
207706_at	6.68E-20	1.08E-20	-11.05806628	35.90900939	-3.294238926	USH2A	usherin	TRUE
207655_s_at	8.88E-20	1.46E-20	11.00782373	35.61452116	2.447472308	BLNK	B-cell linker	TRUE
204897_at	9.36E-20	1.54E-20	10.99840632	35.55933098	2.364503853	PTGER4	prostaglandin E receptor 4	TRUE
202341_s_at	1.01E-19	1.66E-20	10.98590058	35.48604608	2.096703771	TRIM2	tripartite motif containing 2	TRUE
203973_s_at	1.39E-19	2.32E-20	10.92835423	35.14888396	2.180428843	CEBPD	CCAAT/enhancer binding protein delta	TRUE
203381_s_at	1.51E-19	2.52E-20	10.91477523	35.06934141	2.068834967	APOE	apolipoprotein E	TRUE
214580_x_at	1.62E-19	2.72E-20	10.9014835	34.99148791	3.010858545	KRT6C///KRT6B///KRT6A	keratin 6C///keratin 6B///keratin 6A	TRUE
208719_s_at	1.81E-19	3.04E-20	10.88287061	34.88247753	2.102581447	DDX17	DEAD-box helicase 17	TRUE
208966_x_at	1.81E-19	3.04E-20	10.88236707	34.87952865	2.493417301	IFI16	interferon gamma inducible protein 16	TRUE
205472_s_at	2.28E-19	3.87E-20	-10.84143323	34.63983722	-2.766285765	DACH1	dachshund family transcription factor 1	TRUE
204919_at	2.78E-19	4.75E-20	10.80656498	34.43571498	2.551168153	PRH1-PRR4///PRR4	PRH1-PRR4 readthrough///proline rich 4 (lacrimal)	TRUE
1564803_at	5.78E-19	1.02E-19	10.67643026	33.67435216	2.46714411	KRTAP11-1	keratin associated protein 11-1	TRUE
201137_s_at	8.46E-19	1.51E-19	10.60898566	33.28007541	2.468050593	HLA-DPB1	"major histocompatibility complex, class II, DP beta 1"	TRUE
201105_at	8.71E-19	1.56E-19	10.60380209	33.24978215	2.292871383	LGALS1	galectin 1	TRUE
212531_at	9.35E-19	1.68E-19	10.59137165	33.17714323	2.24253912	LCN2	lipocalin 2	TRUE
202723_s_at	1.15E-18	2.08E-19	10.55451898	32.96183813	2.281595586	FOXO1	forkhead box O1	TRUE
203153_at	1.35E-18	2.46E-19	10.52625304	32.79674985	2.195059807	IFIT1	interferon induced protein with tetratricopeptide repeats 1	TRUE
210982_s_at	1.74E-18	3.18E-19	10.48244177	32.54095821	3.197308469	HLA-DRA	"major histocompatibility complex, class II, DR alpha"	TRUE
209292_at	2.06E-18	3.80E-19	10.45221403	32.36453969	2.652313314	ID4	"inhibitor of DNA binding 4, HLH protein"	TRUE
208782_at	2.57E-18	4.77E-19	10.4131503	32.13663404	2.445931186	FSTL1	follistatin like 1	TRUE
213912_at	2.97E-18	5.55E-19	-10.38723646	31.98550039	-2.002439481	TBC1D30	TBC1 domain family member 30	TRUE
203946_s_at	2.98E-18	5.57E-19	-10.38660204	31.98180089	-2.092396628	ARG2	arginase 2	TRUE
213909_at	3.20E-18	6.00E-19	10.37401706	31.90841942	2.520079319	LRRC15	leucine rich repeat containing 15	TRUE
211991_s_at	5.24E-18	9.97E-19	10.28715058	31.40220029	3.1033261	HLA-DPA1	"major histocompatibility complex, class II, DP alpha 1"	TRUE
208894_at	6.49E-18	1.25E-18	10.24858682	31.17763625	3.398642847	HLA-DRA	"major histocompatibility complex, class II, DR alpha"	TRUE
204580_at	8.10E-18	1.57E-18	-10.20909897	30.94780344	-2.57274805	MMP12	matrix metallopeptidase 12	TRUE
209291_at	1.15E-17	2.26E-18	10.1469257	30.58617331	2.171294414	ID4	"inhibitor of DNA binding 4, HLH protein"	TRUE
207103_at	1.27E-17	2.49E-18	-10.13020745	30.48898337	-2.185160544	KCND2	potassium voltage-gated channel subfamily D member 2	TRUE
205713_s_at	3.09E-17	6.30E-18	9.971156561	29.5655197	2.147245848	COMP	cartilage oligomeric matrix protein	TRUE
212671_s_at	3.47E-17	7.11E-18	9.950525387	29.44589521	3.120705086	LOC100509457///HLA-DQA2///HLA-DQA1	"HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 2///major histocompatibility complex, class II, DQ alpha 1"	TRUE
204620_s_at	3.74E-17	7.69E-18	9.937064511	29.36786683	2.197083321	VCAN	versican	TRUE
211742_s_at	7.48E-17	1.58E-17	9.813408508	28.65187777	2.020935423	EVI2B	ecotropic viral integration site 2B	TRUE
205471_s_at	7.79E-17	1.64E-17	-9.806326737	28.61091856	-2.042190566	DACH1	dachshund family transcription factor 1	TRUE
201743_at	8.20E-17	1.73E-17	9.797171211	28.55797279	2.301830402	CD14	CD14 molecule	TRUE
205123_s_at	1.28E-16	2.76E-17	-9.717251986	28.09617352	-2.031748436	MSANTD3-TMEFF1///TMEFF1	MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1	TRUE
204570_at	2.08E-16	4.59E-17	9.629480403	27.58979132	2.10628644	COX7A1	cytochrome c oxidase subunit 7A1	TRUE
201426_s_at	2.20E-16	4.86E-17	9.619595108	27.53281372	2.324056915	VIM	vimentin	TRUE
208554_at	5.15E-16	1.18E-16	-9.466678169	26.6528802	-2.000267737	POU4F3	POU class 4 homeobox 3	TRUE
202237_at	8.73E-16	2.04E-16	9.371304122	26.1055289	2.41236676	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase	TRUE
205827_at	9.60E-16	2.25E-16	-9.354180431	26.00738117	-2.82732097	CCK	cholecystokinin	TRUE
207558_s_at	9.63E-16	2.26E-16	-9.353537824	26.0036987	-2.187198167	PITX2	paired like homeodomain 2	TRUE
1555778_a_at	1.21E-15	2.86E-16	9.312801897	25.77037386	2.658809973	POSTN	periostin	TRUE
212077_at	1.44E-15	3.44E-16	9.280805684	25.58726593	2.375544769	CALD1	caldesmon 1	TRUE
202409_at	1.57E-15	3.75E-16	9.265742292	25.50111007	2.135025921	INS-IGF2///IGF2	INS-IGF2 readthrough///insulin like growth factor 2	TRUE
212667_at	2.54E-15	6.21E-16	9.177718766	24.99829656	2.525085848	SPARC	secreted protein acidic and cysteine rich	TRUE
213293_s_at	4.90E-15	1.24E-15	9.057818513	24.31522812	2.260954575	TRIM22	tripartite motif containing 22	TRUE
203002_at	6.24E-15	1.59E-15	9.013660495	24.0642173	2.057452731	AMOTL2	angiomotin like 2	TRUE
206400_at	6.44E-15	1.64E-15	9.007783204	24.03083179	3.099890844	LGALS7B///LGALS7	galectin 7B///galectin 7	TRUE
209719_x_at	8.23E-15	2.12E-15	8.963047925	23.77689806	2.663957083	SERPINB3	serpin family B member 3	TRUE
212977_at	1.14E-14	2.98E-15	8.903671097	23.44035854	2.103601061	ACKR3	atypical chemokine receptor 3	TRUE
1562736_at	1.42E-14	3.75E-15	-8.863344661	23.21213014	-2.02987709	LHX9	LIM homeobox 9	TRUE
213479_at	2.47E-14	6.68E-15	-8.761671244	22.63795349	-2.262504336	NPTX2	neuronal pentraxin 2	TRUE
209156_s_at	2.84E-14	7.73E-15	8.735913557	22.49278389	2.291018585	COL6A2	collagen type VI alpha 2 chain	TRUE
202403_s_at	3.36E-14	9.22E-15	8.704879016	22.31803413	2.434804228	COL1A2	collagen type I alpha 2 chain	TRUE
211161_s_at	6.71E-14	1.90E-14	8.576737944	21.59840002	2.815024745	COL3A1	collagen type III alpha 1 chain	TRUE
210222_s_at	7.21E-14	2.05E-14	-8.563245832	21.52281205	-2.214980656	RTN1	reticulon 1	TRUE
203699_s_at	9.32E-14	2.69E-14	8.515724557	21.25686525	2.17601202	DIO2	"deiodinase, iodothyronine, type II"	TRUE
209101_at	1.01E-13	2.92E-14	8.500595716	21.172293	2.233489622	CTGF	connective tissue growth factor	TRUE
206001_at	1.19E-13	3.47E-14	-8.470177129	21.00238885	-2.031812295	NPY	neuropeptide Y	TRUE
203645_s_at	1.50E-13	4.39E-14	8.428179305	20.76811926	2.057019469	CD163	CD163 molecule	TRUE
207981_s_at	1.93E-13	5.73E-14	-8.380979418	20.50526945	-2.013957496	ESRRG	estrogen related receptor gamma	TRUE
212063_at	3.18E-13	9.68E-14	8.287293936	19.98495505	2.042722975	CD44	CD44 molecule (Indian blood group)	TRUE
205350_at	4.83E-13	1.49E-13	-8.209564883	19.55472427	-2.371829419	CRABP1	cellular retinoic acid binding protein 1	TRUE
203477_at	6.86E-13	2.16E-13	8.143690135	19.19118046	2.125062877	COL15A1	collagen type XV alpha 1 chain	TRUE
209800_at	7.09E-13	2.23E-13	8.137477636	19.1569473	2.898626782	KRT16	keratin 16	TRUE
206969_at	1.04E-12	3.33E-13	8.065387981	18.76037254	2.236957321	LOC100653049///KRT34	"keratin, type I cuticular Ha4///keratin 34"	TRUE
